  cell  ,E,W,N,S
"(3, 123)",1,0,0,1
"(4, 123)",0,1,1,0
"(5, 123)",0,0,0,1
"(6, 123)",0,1,1,0
"(7, 123)",1,0,0,1
"(8, 123)",0,0,1,1
"(9, 123)",1,0,1,0
"(10, 123)",1,1,0,1
"(11, 123)",0,0,1,0
"(12, 123)",0,1,0,1
"(13, 123)",0,1,1,0
"(14, 123)",1,1,0,0
"(15, 123)",1,1,0,0
"(16, 123)",0,1,0,1
"(17, 123)",0,0,1,1
"(18, 123)",1,0,1,0
"(19, 123)",0,0,0,1
"(20, 123)",0,1,1,1
"(21, 123)",1,0,1,0
"(22, 123)",1,1,0,0
"(23, 123)",1,1,0,1
"(24, 123)",1,0,1,1
"(25, 123)",0,0,1,0
"(26, 123)",1,1,0,0
"(27, 123)",0,1,0,1
"(28, 123)",0,0,1,1
"(29, 123)",0,0,1,0
"(30, 123)",0,1,0,1
"(31, 123)",0,1,1,0
"(32, 123)",0,0,0,1
"(33, 123)",1,0,1,0
"(34, 123)",0,1,0,1
"(35, 123)",1,0,1,0
"(36, 123)",0,1,0,1
"(37, 123)",1,0,1,1
"(38, 123)",0,0,1,1
"(39, 123)",0,0,1,1
"(40, 123)",1,1,1,0
"(41, 123)",0,1,0,1
"(42, 123)",1,0,1,0
"(43, 123)",1,0,0,1
"(44, 123)",1,0,1,0
"(45, 123)",1,1,0,1
"(46, 123)",0,1,1,0
"(47, 123)",0,1,0,0
"(48, 123)",1,1,0,0
"(49, 123)",1,1,0,0
"(50, 123)",1,1,0,0
"(51, 123)",0,1,0,1
"(52, 123)",1,0,1,0
"(53, 123)",0,1,0,1
"(54, 123)",0,0,1,1
"(55, 123)",0,0,1,1
"(56, 123)",1,0,1,0
"(57, 123)",1,1,0,0
"(58, 123)",1,1,0,0
"(59, 123)",1,1,0,0
"(60, 123)",1,0,0,1
"(61, 123)",1,1,1,0
"(62, 123)",1,0,0,0
"(63, 123)",1,0,0,1
"(64, 123)",1,0,1,0
"(65, 123)",1,1,0,0
"(66, 123)",0,1,0,1
"(67, 123)",1,0,1,0
"(68, 123)",0,1,0,1
"(69, 123)",0,0,1,1
"(70, 123)",1,0,1,0
"(71, 123)",1,1,0,0
"(72, 123)",0,1,0,1
"(73, 123)",0,1,1,0
"(74, 123)",0,1,0,1
"(75, 123)",0,0,1,1
"(76, 123)",0,1,1,0
"(77, 123)",0,1,0,1
"(78, 123)",1,1,1,0
"(79, 123)",1,0,0,0
"(80, 123)",1,1,0,0
"(81, 123)",0,1,0,0
"(82, 123)",1,0,0,1
"(83, 123)",0,0,1,1
"(84, 123)",0,0,1,1
"(85, 123)",1,0,1,1
"(86, 123)",0,0,1,0
"(87, 123)",0,1,0,1
"(88, 123)",1,0,1,0
"(89, 123)",1,0,0,1
"(90, 123)",1,0,1,0
"(91, 123)",0,1,0,1
"(92, 123)",1,0,1,0
"(93, 123)",0,1,0,1
"(94, 123)",0,0,1,1
"(95, 123)",0,0,1,1
"(96, 123)",0,0,1,1
"(97, 123)",0,1,1,0
"(98, 123)",1,1,0,0
"(99, 123)",1,0,0,0
"(100, 123)",1,1,0,0
"(101, 123)",0,1,0,1
"(102, 123)",0,0,1,1
"(103, 123)",1,0,1,0
"(104, 123)",0,0,0,1
"(105, 123)",1,0,1,0
"(106, 123)",0,1,0,1
"(107, 123)",0,1,1,0
"(108, 123)",1,0,0,1
"(109, 123)",0,0,1,1
"(110, 123)",0,0,1,1
"(111, 123)",0,1,1,1
"(112, 123)",1,0,1,0
"(113, 123)",1,0,0,1
"(114, 123)",0,1,1,0
"(115, 123)",0,0,0,1
"(116, 123)",1,0,1,1
"(117, 123)",1,0,1,0
"(118, 123)",1,1,0,0
"(119, 123)",1,0,0,1
"(120, 123)",0,1,1,0
"(121, 123)",1,0,0,0
"(122, 123)",1,0,0,1
"(123, 123)",0,1,1,0
"(124, 123)",1,0,0,1
"(125, 123)",0,1,1,0
"(126, 123)",1,1,0,0
"(127, 123)",0,0,0,1
"(128, 123)",1,1,1,0
"(129, 123)",1,0,0,1
"(130, 123)",0,1,1,0
"(131, 123)",1,1,0,0
"(132, 123)",0,1,0,0
"(133, 123)",1,1,0,0
"(134, 123)",1,1,0,0
"(135, 123)",0,1,0,1
"(136, 123)",1,0,1,0
"(137, 123)",1,0,0,1
"(138, 123)",0,0,1,1
"(139, 123)",0,0,1,1
"(140, 123)",1,1,1,0
"(141, 123)",1,1,0,0
"(142, 123)",0,1,0,1
"(143, 123)",0,0,1,1
"(144, 123)",0,0,1,1
"(145, 123)",0,1,1,0
"(146, 123)",1,0,0,0
"(147, 123)",1,1,0,0
"(148, 123)",1,1,0,0
"(149, 123)",1,0,0,1
"(150, 123)",0,0,1,1
"(151, 123)",0,1,1,0
"(152, 123)",1,0,0,1
"(153, 123)",0,1,1,0
"(154, 123)",1,0,0,1
"(155, 123)",0,1,1,1
"(156, 123)",0,1,1,0
"(157, 123)",0,1,0,1
"(158, 123)",1,0,1,0
"(159, 123)",0,0,0,1
"(160, 123)",1,0,1,1
"(161, 123)",1,0,1,0
"(162, 123)",0,1,0,1
"(163, 123)",1,1,1,0
"(164, 123)",1,0,0,1
"(165, 123)",0,0,1,1
"(166, 123)",0,1,1,0
"(167, 123)",1,1,0,0
"(168, 123)",1,1,0,0
"(169, 123)",1,0,0,1
"(170, 123)",0,1,1,0
"(171, 123)",0,1,0,1
"(172, 123)",1,1,1,0
"(173, 123)",1,0,0,0
"(174, 123)",0,1,0,1
"(175, 123)",0,1,1,0
"(176, 123)",1,1,0,0
"(177, 123)",1,1,0,0
"(178, 123)",0,1,0,1
"(179, 123)",1,0,1,1
"(180, 123)",0,0,1,1
"(181, 123)",0,0,1,0
"(182, 123)",1,1,0,0
"(183, 123)",0,0,0,1
"(184, 123)",1,0,1,0
"(185, 123)",1,1,0,0
"(186, 123)",1,1,0,0
"(187, 123)",1,0,0,1
"(188, 123)",0,0,1,1
"(189, 123)",0,1,1,1
"(190, 123)",0,1,1,0
"(191, 123)",1,0,0,1
"(192, 123)",0,0,1,1
"(193, 123)",1,0,1,0
"(194, 123)",1,0,0,1
"(195, 123)",0,1,1,0
"(196, 123)",1,0,0,1
"(197, 123)",0,1,1,1
"(198, 123)",0,1,1,0
"(199, 123)",0,1,0,1
"(200, 123)",1,0,1,0
"(1, 124)",1,1,0,0
"(2, 124)",1,1,0,0
"(3, 124)",1,1,0,0
"(4, 124)",1,0,0,1
"(5, 124)",0,0,1,1
"(6, 124)",0,0,1,1
"(7, 124)",0,1,1,0
"(8, 124)",1,0,0,0
"(9, 124)",1,1,0,0
"(10, 124)",0,1,0,1
"(11, 124)",0,0,1,1
"(12, 124)",1,0,1,1
"(13, 124)",1,0,1,1
"(14, 124)",0,1,1,0
"(15, 124)",0,1,0,1
"(16, 124)",0,0,1,1
"(17, 124)",0,0,1,1
"(18, 124)",1,1,1,0
"(19, 124)",1,0,0,1
"(20, 124)",1,0,1,0
"(21, 124)",1,1,0,0
"(22, 124)",1,1,0,0
"(23, 124)",0,1,0,0
"(24, 124)",0,1,0,1
"(25, 124)",1,0,1,0
"(26, 124)",1,1,0,0
"(27, 124)",1,0,0,1
"(28, 124)",1,0,1,0
"(29, 124)",1,0,0,1
"(30, 124)",0,0,1,1
"(31, 124)",1,0,1,1
"(32, 124)",0,0,1,1
"(33, 124)",1,1,1,0
"(34, 124)",1,0,0,0
"(35, 124)",0,1,0,1
"(36, 124)",1,0,1,0
"(37, 124)",1,1,0,0
"(38, 124)",1,0,0,1
"(39, 124)",0,0,1,1
"(40, 124)",0,1,1,0
"(41, 124)",1,0,0,0
"(42, 124)",0,1,0,1
"(43, 124)",0,1,1,0
"(44, 124)",1,1,0,0
"(45, 124)",1,1,0,0
"(46, 124)",1,0,0,1
"(47, 124)",1,0,1,0
"(48, 124)",1,1,0,0
"(49, 124)",0,1,0,0
"(50, 124)",1,1,0,1
"(51, 124)",0,0,1,0
"(52, 124)",1,1,0,1
"(53, 124)",0,0,1,1
"(54, 124)",0,0,1,1
"(55, 124)",0,0,1,0
"(56, 124)",0,1,0,1
"(57, 124)",0,1,1,1
"(58, 124)",0,1,1,0
"(59, 124)",1,1,0,0
"(60, 124)",1,1,0,0
"(61, 124)",0,1,0,1
"(62, 124)",1,1,1,0
"(63, 124)",1,1,0,0
"(64, 124)",0,1,0,1
"(65, 124)",0,1,1,1
"(66, 124)",1,0,1,0
"(67, 124)",0,1,0,1
"(68, 124)",0,0,1,1
"(69, 124)",0,0,1,1
"(70, 124)",0,1,1,0
"(71, 124)",1,1,0,1
"(72, 124)",0,0,1,1
"(73, 124)",0,0,1,1
"(74, 124)",0,0,1,1
"(75, 124)",0,0,1,1
"(76, 124)",0,0,1,1
"(77, 124)",1,0,1,0
"(78, 124)",0,1,0,1
"(79, 124)",1,1,1,0
"(80, 124)",0,1,0,1
"(81, 124)",1,0,1,0
"(82, 124)",0,1,0,1
"(83, 124)",0,0,1,1
"(84, 124)",1,0,1,0
"(85, 124)",1,1,0,0
"(86, 124)",1,0,0,1
"(87, 124)",0,0,1,1
"(88, 124)",0,1,1,0
"(89, 124)",1,1,0,0
"(90, 124)",0,1,0,1
"(91, 124)",1,0,1,0
"(92, 124)",1,1,0,1
"(93, 124)",0,0,1,1
"(94, 124)",1,0,1,1
"(95, 124)",0,0,1,1
"(96, 124)",0,0,1,1
"(97, 124)",0,0,1,1
"(98, 124)",0,1,1,0
"(99, 124)",1,1,0,1
"(100, 124)",0,1,1,0
"(101, 124)",0,0,0,1
"(102, 124)",1,0,1,0
"(103, 124)",0,1,0,1
"(104, 124)",1,0,1,0
"(105, 124)",1,1,0,1
"(106, 124)",0,0,1,1
"(107, 124)",0,0,1,1
"(108, 124)",1,1,1,0
"(109, 124)",1,0,0,0
"(110, 124)",1,0,0,1
"(111, 124)",1,0,1,0
"(112, 124)",1,1,0,0
"(113, 124)",1,1,0,0
"(114, 124)",1,0,0,1
"(115, 124)",0,0,1,1
"(116, 124)",0,1,1,0
"(117, 124)",1,1,0,0
"(118, 124)",1,1,0,0
"(119, 124)",0,1,0,1
"(120, 124)",1,0,1,0
"(121, 124)",1,1,0,0
"(122, 124)",0,1,0,1
"(123, 124)",0,0,1,1
"(124, 124)",0,1,1,0
"(125, 124)",0,0,0,1
"(126, 124)",0,1,1,1
"(127, 124)",1,0,1,0
"(128, 124)",1,1,0,0
"(129, 124)",1,1,0,0
"(130, 124)",1,0,0,0
"(131, 124)",0,1,0,1
"(132, 124)",0,0,1,1
"(133, 124)",0,1,1,0
"(134, 124)",1,1,0,1
"(135, 124)",1,0,1,0
"(136, 124)",1,1,0,0
"(137, 124)",0,1,0,0
"(138, 124)",1,0,0,1
"(139, 124)",1,0,1,0
"(140, 124)",0,1,0,0
"(141, 124)",1,1,0,1
"(142, 124)",1,0,1,1
"(143, 124)",0,0,1,1
"(144, 124)",0,0,1,1
"(145, 124)",0,0,1,1
"(146, 124)",0,1,1,1
"(147, 124)",0,1,1,1
"(148, 124)",0,1,1,0
"(149, 124)",1,1,0,0
"(150, 124)",0,0,0,1
"(151, 124)",1,0,1,1
"(152, 124)",0,1,1,0
"(153, 124)",1,0,0,1
"(154, 124)",0,1,1,1
"(155, 124)",0,0,1,0
"(156, 124)",1,0,0,1
"(157, 124)",0,0,1,1
"(158, 124)",0,1,1,0
"(159, 124)",1,0,0,1
"(160, 124)",0,1,1,0
"(161, 124)",0,1,0,1
"(162, 124)",1,0,1,0
"(163, 124)",0,1,0,0
"(164, 124)",1,1,0,0
"(165, 124)",1,0,0,1
"(166, 124)",0,0,1,1
"(167, 124)",0,1,1,0
"(168, 124)",0,1,0,1
"(169, 124)",0,1,1,0
"(170, 124)",1,0,0,1
"(171, 124)",0,0,1,1
"(172, 124)",0,1,1,0
"(173, 124)",1,1,0,0
"(174, 124)",1,0,0,1
"(175, 124)",0,0,1,1
"(176, 124)",0,1,1,0
"(177, 124)",1,1,0,0
"(178, 124)",0,0,0,1
"(179, 124)",0,1,1,0
"(180, 124)",1,0,0,1
"(181, 124)",1,0,1,0
"(182, 124)",0,1,0,1
"(183, 124)",1,0,1,0
"(184, 124)",1,1,0,1
"(185, 124)",0,1,1,0
"(186, 124)",1,1,0,0
"(187, 124)",0,1,0,1
"(188, 124)",0,0,1,0
"(189, 124)",1,0,0,1
"(190, 124)",0,0,1,1
"(191, 124)",0,1,1,0
"(192, 124)",1,0,0,1
"(193, 124)",1,1,1,0
"(194, 124)",1,1,0,0
"(195, 124)",1,0,0,0
"(196, 124)",1,1,0,0
"(197, 124)",1,0,0,1
"(198, 124)",0,0,1,0
"(199, 124)",1,0,0,1
"(200, 124)",1,1,1,0
"(1, 125)",1,1,0,0
"(2, 125)",0,1,0,0
"(3, 125)",1,1,0,0
"(4, 125)",1,1,0,0
"(5, 125)",1,0,0,1
"(6, 125)",0,0,1,1
"(7, 125)",0,0,1,1
"(8, 125)",1,1,1,0
"(9, 125)",0,1,0,1
"(10, 125)",0,0,1,1
"(11, 125)",1,0,1,0
"(12, 125)",1,1,0,0
"(13, 125)",0,1,0,1
"(14, 125)",0,0,1,1
"(15, 125)",0,0,1,1
"(16, 125)",0,0,1,1
"(17, 125)",0,0,1,1
"(18, 125)",0,1,1,0
"(19, 125)",1,1,0,0
"(20, 125)",1,1,0,0
"(21, 125)",1,1,0,0
"(22, 125)",0,1,0,1
"(23, 125)",0,0,1,1
"(24, 125)",0,0,1,1
"(25, 125)",0,1,1,0
"(26, 125)",0,1,0,1
"(27, 125)",0,1,1,0
"(28, 125)",1,1,0,0
"(29, 125)",1,1,0,0
"(30, 125)",1,0,0,0
"(31, 125)",1,1,0,0
"(32, 125)",1,0,0,1
"(33, 125)",0,1,1,1
"(34, 125)",0,1,1,0
"(35, 125)",1,0,0,1
"(36, 125)",0,1,1,0
"(37, 125)",1,1,0,0
"(38, 125)",0,1,0,1
"(39, 125)",0,0,1,1
"(40, 125)",1,0,1,0
"(41, 125)",1,1,0,1
"(42, 125)",0,0,1,0
"(43, 125)",1,0,0,1
"(44, 125)",0,1,1,0
"(45, 125)",1,1,0,0
"(46, 125)",1,1,0,0
"(47, 125)",1,1,0,0
"(48, 125)",0,1,0,1
"(49, 125)",1,0,1,0
"(50, 125)",1,1,0,0
"(51, 125)",1,0,0,1
"(52, 125)",0,1,1,0
"(53, 125)",1,0,0,1
"(54, 125)",1,0,1,0
"(55, 125)",1,0,0,1
"(56, 125)",0,0,1,1
"(57, 125)",1,0,1,0
"(58, 125)",1,0,0,0
"(59, 125)",0,1,0,1
"(60, 125)",1,1,1,0
"(61, 125)",0,0,0,1
"(62, 125)",0,1,1,0
"(63, 125)",0,1,0,1
"(64, 125)",1,0,1,0
"(65, 125)",1,0,0,1
"(66, 125)",0,1,1,1
"(67, 125)",0,0,1,0
"(68, 125)",1,0,0,1
"(69, 125)",1,0,1,1
"(70, 125)",1,0,1,0
"(71, 125)",0,1,0,1
"(72, 125)",1,0,1,0
"(73, 125)",1,0,0,1
"(74, 125)",1,0,1,0
"(75, 125)",1,0,0,1
"(76, 125)",1,0,1,0
"(77, 125)",0,1,0,1
"(78, 125)",0,0,1,1
"(79, 125)",0,1,1,1
"(80, 125)",0,0,1,0
"(81, 125)",1,1,0,1
"(82, 125)",0,0,1,1
"(83, 125)",1,0,1,0
"(84, 125)",1,1,0,0
"(85, 125)",1,1,0,0
"(86, 125)",0,1,0,1
"(87, 125)",1,0,1,0
"(88, 125)",1,0,0,1
"(89, 125)",1,1,1,0
"(90, 125)",1,0,0,1
"(91, 125)",0,1,1,1
"(92, 125)",0,1,1,0
"(93, 125)",0,0,0,1
"(94, 125)",0,1,1,0
"(95, 125)",1,0,0,1
"(96, 125)",1,0,1,0
"(97, 125)",1,0,0,1
"(98, 125)",0,0,1,1
"(99, 125)",0,1,1,0
"(100, 125)",1,0,0,1
"(101, 125)",1,0,1,0
"(102, 125)",1,1,0,1
"(103, 125)",1,0,1,0
"(104, 125)",1,1,0,0
"(105, 125)",1,1,0,0
"(106, 125)",1,0,0,1
"(107, 125)",1,0,1,0
"(108, 125)",0,1,0,1
"(109, 125)",1,1,1,0
"(110, 125)",1,1,0,0
"(111, 125)",0,1,0,1
"(112, 125)",1,1,1,0
"(113, 125)",0,1,0,1
"(114, 125)",0,1,1,0
"(115, 125)",1,0,0,1
"(116, 125)",0,0,1,0
"(117, 125)",1,1,0,0
"(118, 125)",1,1,0,0
"(119, 125)",1,0,0,1
"(120, 125)",0,1,1,0
"(121, 125)",1,1,0,0
"(122, 125)",1,0,0,1
"(123, 125)",1,0,1,1
"(124, 125)",1,0,1,0
"(125, 125)",1,0,0,1
"(126, 125)",0,0,1,1
"(127, 125)",0,1,1,0
"(128, 125)",1,1,0,0
"(129, 125)",1,1,0,0
"(130, 125)",1,1,0,1
"(131, 125)",0,0,1,1
"(132, 125)",1,0,1,0
"(133, 125)",1,0,0,1
"(134, 125)",0,1,1,0
"(135, 125)",1,1,0,0
"(136, 125)",0,1,0,1
"(137, 125)",0,0,1,1
"(138, 125)",0,1,1,0
"(139, 125)",0,1,0,1
"(140, 125)",1,0,1,0
"(141, 125)",0,1,0,0
"(142, 125)",1,1,0,1
"(143, 125)",0,0,1,1
"(144, 125)",0,0,1,1
"(145, 125)",0,0,1,1
"(146, 125)",0,0,1,0
"(147, 125)",1,0,0,1
"(148, 125)",1,0,1,0
"(149, 125)",0,1,0,1
"(150, 125)",0,0,1,1
"(151, 125)",0,1,1,0
"(152, 125)",1,0,0,1
"(153, 125)",0,1,1,0
"(154, 125)",1,0,0,1
"(155, 125)",0,0,1,1
"(156, 125)",0,1,1,0
"(157, 125)",1,0,0,1
"(158, 125)",0,0,1,0
"(159, 125)",1,1,0,1
"(160, 125)",1,0,1,0
"(161, 125)",1,0,0,0
"(162, 125)",1,1,0,0
"(163, 125)",1,0,0,1
"(164, 125)",0,1,1,0
"(165, 125)",0,1,0,1
"(166, 125)",0,0,1,1
"(167, 125)",1,0,1,0
"(168, 125)",1,0,0,1
"(169, 125)",0,0,1,1
"(170, 125)",0,1,1,0
"(171, 125)",1,0,0,1
"(172, 125)",0,0,1,1
"(173, 125)",0,1,1,0
"(174, 125)",0,1,0,1
"(175, 125)",1,0,1,0
"(176, 125)",1,0,0,0
"(177, 125)",0,1,0,1
"(178, 125)",0,0,1,1
"(179, 125)",1,0,1,1
"(180, 125)",0,1,1,0
"(181, 125)",0,1,0,1
"(182, 125)",0,0,1,1
"(183, 125)",0,1,1,0
"(184, 125)",0,1,0,1
"(185, 125)",1,0,1,1
"(186, 125)",0,1,1,0
"(187, 125)",1,0,0,1
"(188, 125)",0,0,1,1
"(189, 125)",0,1,1,1
"(190, 125)",0,0,1,0
"(191, 125)",1,0,0,1
"(192, 125)",0,1,1,0
"(193, 125)",0,1,0,0
"(194, 125)",1,1,0,0
"(195, 125)",1,1,0,0
"(196, 125)",1,1,0,0
"(197, 125)",0,1,0,1
"(198, 125)",1,0,1,0
"(199, 125)",1,1,0,0
"(200, 125)",0,1,0,0
"(1, 126)",0,1,0,1
"(2, 126)",1,0,1,0
"(3, 126)",1,1,0,0
"(4, 126)",1,1,0,0
"(5, 126)",0,1,0,1
"(6, 126)",0,0,1,1
"(7, 126)",1,0,1,0
"(8, 126)",0,1,0,1
"(9, 126)",0,0,1,1
"(10, 126)",1,0,1,0
"(11, 126)",1,1,0,0
"(12, 126)",0,1,0,1
"(13, 126)",1,0,1,0
"(14, 126)",1,0,0,1
"(15, 126)",0,0,1,1
"(16, 126)",0,0,1,1
"(17, 126)",0,0,1,1
"(18, 126)",0,0,1,1
"(19, 126)",0,1,1,0
"(20, 126)",1,1,0,0
"(21, 126)",0,1,0,1
"(22, 126)",0,0,1,1
"(23, 126)",0,0,1,1
"(24, 126)",0,0,1,1
"(25, 126)",0,0,1,1
"(26, 126)",0,0,1,1
"(27, 126)",1,0,1,0
"(28, 126)",1,1,0,0
"(29, 126)",1,1,0,0
"(30, 126)",1,1,0,0
"(31, 126)",1,1,0,0
"(32, 126)",0,1,0,1
"(33, 126)",0,0,1,0
"(34, 126)",1,0,0,1
"(35, 126)",0,1,1,0
"(36, 126)",1,0,0,1
"(37, 126)",1,1,1,0
"(38, 126)",0,0,0,1
"(39, 126)",1,0,1,1
"(40, 126)",0,1,1,0
"(41, 126)",1,1,0,0
"(42, 126)",1,0,0,1
"(43, 126)",0,1,1,0
"(44, 126)",1,0,0,1
"(45, 126)",0,1,1,0
"(46, 126)",1,1,0,0
"(47, 126)",0,1,0,1
"(48, 126)",1,0,1,0
"(49, 126)",0,1,0,1
"(50, 126)",0,1,1,0
"(51, 126)",1,1,0,0
"(52, 126)",1,0,0,1
"(53, 126)",0,1,1,0
"(54, 126)",1,1,0,0
"(55, 126)",0,1,0,1
"(56, 126)",1,0,1,0
"(57, 126)",1,1,0,0
"(58, 126)",0,1,0,1
"(59, 126)",0,0,1,1
"(60, 126)",0,1,1,0
"(61, 126)",1,0,0,1
"(62, 126)",0,0,1,1
"(63, 126)",0,0,1,1
"(64, 126)",0,1,1,0
"(65, 126)",1,1,0,0
"(66, 126)",1,0,0,1
"(67, 126)",0,0,1,1
"(68, 126)",0,1,1,0
"(69, 126)",1,1,0,0
"(70, 126)",0,1,0,1
"(71, 126)",1,0,1,0
"(72, 126)",0,1,0,1
"(73, 126)",0,1,1,0
"(74, 126)",1,1,0,0
"(75, 126)",1,1,0,0
"(76, 126)",1,1,0,0
"(77, 126)",1,0,0,1
"(78, 126)",0,0,1,1
"(79, 126)",1,0,1,0
"(80, 126)",1,0,0,1
"(81, 126)",0,1,1,0
"(82, 126)",0,0,0,1
"(83, 126)",0,1,1,0
"(84, 126)",1,1,0,0
"(85, 126)",0,1,0,1
"(86, 126)",0,0,1,1
"(87, 126)",0,1,1,0
"(88, 126)",0,1,0,0
"(89, 126)",1,1,0,0
"(90, 126)",0,1,0,1
"(91, 126)",0,0,1,0
"(92, 126)",1,0,0,1
"(93, 126)",0,0,1,1
"(94, 126)",0,0,1,1
"(95, 126)",0,1,1,0
"(96, 126)",1,1,0,0
"(97, 126)",1,1,0,0
"(98, 126)",1,0,0,0
"(99, 126)",1,0,0,1
"(100, 126)",1,1,1,0
"(101, 126)",1,1,0,0
"(102, 126)",1,1,0,0
"(103, 126)",1,1,0,0
"(104, 126)",1,1,0,0
"(105, 126)",0,1,0,0
"(106, 126)",1,1,0,0
"(107, 126)",0,1,0,1
"(108, 126)",1,0,1,0
"(109, 126)",1,1,0,0
"(110, 126)",1,1,0,0
"(111, 126)",0,0,0,1
"(112, 126)",0,1,1,1
"(113, 126)",0,0,1,0
"(114, 126)",1,0,0,1
"(115, 126)",1,1,1,0
"(116, 126)",1,0,0,1
"(117, 126)",0,1,1,0
"(118, 126)",0,1,0,1
"(119, 126)",0,1,1,0
"(120, 126)",1,0,0,0
"(121, 126)",1,1,0,1
"(122, 126)",0,1,1,0
"(123, 126)",1,1,0,0
"(124, 126)",0,1,0,1
"(125, 126)",1,1,1,0
"(126, 126)",0,0,0,1
"(127, 126)",0,0,1,1
"(128, 126)",1,1,1,0
"(129, 126)",1,1,0,0
"(130, 126)",0,1,0,1
"(131, 126)",1,0,1,0
"(132, 126)",1,1,0,0
"(133, 126)",1,1,0,0
"(134, 126)",1,0,0,0
"(135, 126)",0,1,0,1
"(136, 126)",0,0,1,1
"(137, 126)",0,0,1,1
"(138, 126)",0,0,1,1
"(139, 126)",1,0,1,0
"(140, 126)",0,1,0,1
"(141, 126)",1,0,1,0
"(142, 126)",1,1,0,0
"(143, 126)",1,0,0,1
"(144, 126)",1,0,1,0
"(145, 126)",1,0,0,1
"(146, 126)",1,0,1,0
"(147, 126)",1,1,0,0
"(148, 126)",1,1,0,0
"(149, 126)",0,0,0,1
"(150, 126)",0,0,1,1
"(151, 126)",0,0,1,1
"(152, 126)",0,1,1,1
"(153, 126)",0,0,1,0
"(154, 126)",1,1,0,0
"(155, 126)",0,0,0,1
"(156, 126)",1,0,1,1
"(157, 126)",0,1,1,0
"(158, 126)",1,0,0,1
"(159, 126)",0,1,1,0
"(160, 126)",1,1,0,0
"(161, 126)",1,1,0,0
"(162, 126)",1,1,0,1
"(163, 126)",0,1,1,0
"(164, 126)",1,0,0,1
"(165, 126)",0,0,1,1
"(166, 126)",0,0,1,1
"(167, 126)",0,1,1,0
"(168, 126)",1,1,0,0
"(169, 126)",1,0,0,0
"(170, 126)",1,0,0,1
"(171, 126)",1,1,1,0
"(172, 126)",1,0,0,1
"(173, 126)",1,0,1,0
"(174, 126)",1,0,0,1
"(175, 126)",0,1,1,0
"(176, 126)",0,1,0,1
"(177, 126)",0,0,1,1
"(178, 126)",0,0,1,1
"(179, 126)",0,1,1,0
"(180, 126)",1,0,0,1
"(181, 126)",1,0,1,0
"(182, 126)",0,0,0,1
"(183, 126)",1,0,1,0
"(184, 126)",1,0,0,1
"(185, 126)",0,1,1,0
"(186, 126)",1,0,0,1
"(187, 126)",0,1,1,0
"(188, 126)",1,0,0,1
"(189, 126)",1,0,1,0
"(190, 126)",1,0,0,1
"(191, 126)",1,1,1,0
"(192, 126)",1,0,0,1
"(193, 126)",1,0,1,0
"(194, 126)",1,1,0,0
"(195, 126)",1,1,0,0
"(196, 126)",1,1,0,0
"(197, 126)",1,0,0,1
"(198, 126)",0,1,1,0
"(199, 126)",0,1,0,1
"(200, 126)",1,0,1,0
"(1, 127)",1,0,0,1
"(2, 127)",0,1,1,0
"(3, 127)",0,1,0,1
"(4, 127)",0,1,1,0
"(5, 127)",1,0,0,1
"(6, 127)",0,0,1,0
"(7, 127)",0,1,0,1
"(8, 127)",0,0,1,1
"(9, 127)",1,0,1,0
"(10, 127)",0,1,0,1
"(11, 127)",0,1,1,0
"(12, 127)",0,0,0,1
"(13, 127)",0,1,1,0
"(14, 127)",0,1,0,1
"(15, 127)",1,0,1,0
"(16, 127)",1,0,0,0
"(17, 127)",1,0,0,1
"(18, 127)",0,0,1,1
"(19, 127)",1,0,1,0
"(20, 127)",1,1,0,0
"(21, 127)",0,0,0,1
"(22, 127)",0,0,1,1
"(23, 127)",0,0,1,1
"(24, 127)",1,0,1,1
"(25, 127)",1,0,1,1
"(26, 127)",0,0,1,0
"(27, 127)",1,1,0,0
"(28, 127)",0,1,0,1
"(29, 127)",0,1,1,1
"(30, 127)",0,1,1,0
"(31, 127)",1,1,0,0
"(32, 127)",1,0,0,1
"(33, 127)",0,0,1,1
"(34, 127)",0,1,1,0
"(35, 127)",0,0,0,1
"(36, 127)",0,1,1,0
"(37, 127)",0,1,0,1
"(38, 127)",1,0,1,0
"(39, 127)",1,1,0,0
"(40, 127)",1,0,0,1
"(41, 127)",0,1,1,0
"(42, 127)",0,1,0,1
"(43, 127)",1,0,1,0
"(44, 127)",0,1,0,1
"(45, 127)",0,0,1,1
"(46, 127)",0,1,1,0
"(47, 127)",1,0,0,0
"(48, 127)",1,1,0,0
"(49, 127)",1,0,0,1
"(50, 127)",0,0,1,1
"(51, 127)",0,1,1,0
"(52, 127)",1,1,0,0
"(53, 127)",1,0,0,0
"(54, 127)",0,1,0,1
"(55, 127)",1,0,1,0
"(56, 127)",1,1,0,0
"(57, 127)",0,1,0,1
"(58, 127)",1,0,1,0
"(59, 127)",1,0,0,1
"(60, 127)",0,0,1,1
"(61, 127)",0,1,1,0
"(62, 127)",1,0,0,1
"(63, 127)",0,0,1,1
"(64, 127)",0,0,1,1
"(65, 127)",0,1,1,0
"(66, 127)",1,1,0,0
"(67, 127)",1,0,0,1
"(68, 127)",1,0,1,0
"(69, 127)",1,1,0,0
"(70, 127)",1,0,0,0
"(71, 127)",1,1,0,0
"(72, 127)",1,0,0,1
"(73, 127)",1,0,1,0
"(74, 127)",0,1,0,1
"(75, 127)",0,1,1,0
"(76, 127)",0,1,0,1
